,uri,track,duration_ms,explicit,track_number,artist,album,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,lyrics
10,spotify:track:1kTPQnabROVkW9bUXdCGrB,This Love,250093,False,11,Taylor Swift,1989 (Deluxe Edition),0.481,0.435,4,-8.795,0.0321,0.678,0.0,0.0928,0.107,143.95,58,"Clear blue waterHigh tide came and brought you inAnd I could go on and on, on and on and I willSkies grew darkerCurrents swept you out againAnd you were just gone and gone, gone and goneIn silent screams and wildest dreamsI never dreamed of thisThis love is good, this love is badThis love is alive back from the dead, oh-oh, ohThese hands had to let it go free, andThis love came back to me, oh-oh, ohOh-oh, oh, oh-oh, ohTossing, turningStruggled through the night with someone newAnd I could go on and on, on and onLantern, burningFlickered in my mind, only youBut you were still gone, gone, gone"
11,spotify:track:2zfgVd034GlUvk7LqBHl6u,I Know Places,195706,False,12,Taylor Swift,1989 (Deluxe Edition),0.602,0.755,0,-4.991,0.071,0.245,0.0,0.178,0.495,159.965,59,"I Know Places Lyrics I, I, I, I, I, I, I, I-I I, I, I, I, I, I, I, I-I I, I, I, I, I, I, I, I-I (I, I, I, I) You stand with your hand on my waistline It's a scene and we're out here in plain sight I can hear them whisper as we pass by It's a bad sign, bad sign Something happens when everybody finds out See the vultures circling, dark clouds Love's a fragile little flame, it could burn out It could burn out 'Cause they got the cages, they got the boxes and guns They are the hunters, we are the foxes and we run Baby, I know places we won't be found And they'll be chasing their tails trying to track us down 'Cause I, I know places we can hide I know places, I know places Lights flash and we'll run for the fences Let them say what they want, we won't hear it Loose lips sink ships all the damn time Not this time Just grab my hand and don't ever drop it, my love They are the hunters, we are the foxes, and we run Baby, I know places we won't be found And they'll be chasing their tails trying to track us down 'Cause I, I know places we can hide I know places They are the hunters, we are the foxes, and we run Just grab my hand and don't ever drop it, my love Baby, I know places we won't be found And they'll be chasing their tails trying to track us down 'Cause I, I know places we can hide I know places They take their shots, but we're bulletproof (I know places) And you know for me, it's always you (I know places) In the dead of night, your eyes so green (I know places) And I know for you, it's always me (I know places) I, I, I, I, I, I, I, I-I I, I, I, I, I, I, I, I-I Harry Styles Opens Up About Taylor Swift’s Songs About Him"
12,spotify:track:4bXCcoesMt8u99xMsbLr9U,Clean,271000,False,13,Taylor Swift,1989 (Deluxe Edition),0.815,0.377,4,-7.754,0.0346,0.232,0.0,0.1,0.211,103.97,61,"Clean Lyrics The drought was the very worst (Oh-oh, oh-oh) When the flowers that we'd grown together died of thirst It was months and months of back and forth (Oh-oh, oh-oh) You're still all over me Like a wine-stained dress I can't wear anymore Hung my head as I lost the war And the sky turned black like a perfect storm Rain came pouring down When I was drowning, that's when I could finally breathe And by morning Gone was any trace of you, I think I am finally clean (Oh, oh, oh, oh) There was nothing left to do (Oh-oh, oh-oh) When the butterflies turned to Dust that covered my whole room So I punched a hole in the roof (Oh-oh, oh-oh) Let the flood carry away all my pictures of you The water filled my lungs, I screamed so loud But no one heard a thing Rain came pouring down When I was drowning, that's when I could finally breathe And by morning Gone was any trace of you, I think I am finally clean (Oh, oh, oh, oh) I think I am finally clean (Oh, oh) Oh, oh, oh, oh, oh-oh Said, I think I am finally clean (Oh, oh) Oh, oh, oh, oh, oh-oh Ten months sober, I must admit Just because you're clean, don't mean you don't miss it Ten months older, I won't give in Now that I'm clean, I'm never gonna risk it The drought was the very worst (Oh-oh, oh-oh) When the flowers that we'd grown together died of thirst (Oh) The rain came pouring down When I was drowning, that's when I could finally breathe And by morning Gone was any trace of you, I think I am finally clean Rain came pouring down When I was drowning, that's when I could finally breathe And by morning Gone was any trace of you, I think I am finally clean (Oh, oh) Finally clean Think I'm finally clean (Oh, oh) Oh-oh, oh-oh (Oh, oh, oh) Think I'm finally clean"
13,spotify:track:6iWMI5oOhWrDbLbjmwTWFq,Wonderland,245560,False,14,Taylor Swift,1989 (Deluxe Edition),0.422,0.692,3,-5.447,0.0549,0.0493,2.57e-05,0.177,0.197,184.014,63,"Wonderland Lyrics Flashing lights and we Took a wrong turn and we Fell down a rabbit hole You held on tight to me 'Cause nothing's as it seems And spinning out of control Didn't they tell us don't rush into things? Didn't you flash your green eyes at me? Haven't you heard what becomes of curious minds? Ooh, didn't it all seem new and exciting? I felt your arms twistin' around me I should have slept with one eye open at night We found Wonderland You and I got lost in it And we pretended it could last forever (Eh, eh) We found Wonderland You and I got lost in it And life was never worse but never better (Eh, eh) (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) In Wonderland So we went on our way Too in love to think straight All alone, or so it seemed But there were strangers watching And whispers turned to talking And talking turned to screams, oh Didn't they tell us don't rush into things? Didn't you flash your green eyes at me? Didn't you calm my fears with a Cheshire cat smile? Ooh, didn't it all seem new and exciting? I felt your arms twistin' around me It's all fun and games 'til somebody loses their mind But darlin' We found Wonderland You and I got lost in it And we pretended it could last forever (Eh, eh) We found Wonderland You and I got lost in it And life was never worse but never better (Eh, eh) (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) In Wonderland (Eh, eh, eh, eh, eh) Whoa, in Wonderland I reached for you, but you were gone I knew I had to go back home You searched the world for something else To make you feel like what we had And in the end, in Wonderland We both went mad Oh We found Wonderland You and I got lost in it And we pretended it could last forever Last forever (Eh, eh) We found Wonderland You and I got lost in it (Got lost in it) And life was never worse but never better Never better (Eh, eh) (Eh, eh, eh, eh, eh) We found Wonderland You and I got lost in it (Eh, eh, eh, eh, eh) And we pretended it could last forever (In Wonderland) (Eh, eh, eh, eh, eh) We found Wonderland You and I got lost in it (Eh, eh, eh, eh, eh) And life was never worse but never better In Wonderland"
14,spotify:track:4A2LfnduSTsE8u0ecYROxE,You Are In Love,267106,False,15,Taylor Swift,1989 (Deluxe Edition),0.474,0.48,2,-8.894,0.0622,0.707,0.000108,0.0903,0.319,170.109,61,"You Are in Love Lyrics One look, dark room Meant just for you Time moved too fast, you play it back Buttons on a coat, lighthearted joke No proof, not much, but you saw enough Small talk, he drives Coffee at midnight The light reflects the chain on your neck He says, Look up And your shoulders brush No proof, one touch, but you felt enough You can hear it in the silence (Silence), silence (Silence), you You can feel it on the way home (Way home), way home (Way home), you You can see it with the lights out (Lights out), lights out (Lights out) You are in love, true love You are in love Morning, his place Burnt toast, Sunday You keep his shirt, he keeps his word And for once, you let go Of your fears and your ghosts One step, not much, but it said enough You kiss on sidewalks You fight and you talk One night, he wakes Strange look on his face Pauses, then says You're my best friend And you knew what it was, he is in love You can hear it in the silence (Silence), silence (Silence), you You can feel it on the way home (Way home), way home (Way home), you You can see it with the lights out (Lights out), lights out (Lights out) You are in love, true love And so it goes You two are dancing in a snow globe, 'round and 'round And he keeps a picture of you in his office downtown And you understand now Why they lost their minds and fought the wars And why I've spent my whole life trying to put it into words 'Cause you can hear it in the silence You can feel it on the way home You can see it with the lights out You are in love, true love You are in love You can hear it in the silence (Silence), silence (Silence), you You can feel it on the way home (Way home), way home (Way home), you You can see it with the lights out (Lights out), lights out (Lights out) You are in love, true love You are in love You can hear it in the silence (Silence), silence (Silence), you You can feel it on the way home (Way home), way home (Way home), you You can see it with the lights out (Lights out), lights out (Lights out) You are in love, true love You are in love"
15,spotify:track:6rZVy6FIG7lSJQMFXHo12z,New Romantics,230466,False,16,Taylor Swift,1989 (Deluxe Edition),0.633,0.889,5,-5.87,0.0715,0.00463,0.000458,0.0658,0.584,121.956,66,"We're all bored, we're all so tired of everythingWe wait for trains that just aren't comingWe show off our different scarlet lettersTrust me, mine is betterWe're so young, but we're on the road to ruinWe play dumb, but we know exactly what we're doingWe cry tears of mascara in the bathroomHoney, life is just a classroom(Ah, ah, ah, ah, ah, ah)'Cause baby, I could build a castleOut of all the bricks they threw at meAnd every day is like a battleBut every night with us is like a dreamBaby, we're the new romanticsCome on, come along with meHeartbreak is the national anthemWe sing it proudlyWe are too busy dancing to get knocked off our feetBaby, we're the new romanticsThe best people in life are freeWe're all here, the lights and noise are blindingWe hang back, it's all in the timingIt's pokerHe can't see it in my faceBut I'm about to play my Ace (Ahh)We need love, but all we want is dangerWe team up, then switch sides like a record changerThe rumors are terrible and cruelBut honey, most of them are true(Ah, ah, ah, ah, ah, ah)"
16,spotify:track:4JQm7ebhsrt10wmrP6AfXL,I Know Places - Voice Memo,216333,False,17,Taylor Swift,1989 (Deluxe Edition),0.592,0.128,9,-17.932,0.589,0.829,0.0,0.527,0.15,78.828,43,
17,spotify:track:4TtyvyI42C0KFnbDZvNC8Y,I Wish You Would - Voice Memo,107133,False,18,Taylor Swift,1989 (Deluxe Edition),0.781,0.357,0,-16.394,0.912,0.717,0.0,0.185,0.645,118.317,41,
18,spotify:track:0yisH8r0f3Mkq34kjzUlCV,Blank Space - Voice Memo,131186,False,19,Taylor Swift,1989 (Deluxe Edition),0.675,0.234,5,-15.064,0.721,0.801,0.0,0.657,0.578,127.296,41,
19,spotify:track:6qnM0XXPZOINWA778uNqQ9,Welcome To New York,212600,False,1,Taylor Swift,1989,0.793,0.634,7,-4.807,0.0324,0.038,1.76e-06,0.304,0.615,117.023,61,"Walking through a crowd, the village is aglowKaleidoscope of loud heartbeats under coatsEverybody here wanted something moreSearching for a sound we hadn't heard beforeAnd it saidWelcome to New York, it's been waiting for youWelcome to New York, welcome to New YorkWelcome to New York, it's been waiting for youWelcome to New York, welcome to New YorkIt's a new soundtrack, I could dance to this beat, beat, forevermoreThe lights are so bright but they never blind me, meWelcome to New York, it's been waiting for youWelcome to New York, welcome to New YorkWhen we first dropped our bags on apartment floorsTook our broken hearts, put them in a drawerEverybody here was someone else beforeAnd you can want who you wantBoys and boys and girls and girlsWelcome to New York, it's been waiting for youWelcome to New York, welcome to New YorkWelcome to New York, it's been waiting for youWelcome to New York, welcome to New YorkIt's a new soundtrack, I could dance to this beat, beat, forevermoreThe lights are so bright, but they never blind me, meWelcome to New York (New York), it's been waiting for youWelcome to New York, welcome to New York"
20,spotify:track:1p80LdxRV74UKvL8gnD7ky,Blank Space,231826,False,2,Taylor Swift,1989,0.752,0.678,5,-5.421,0.0646,0.085,1.64e-06,0.13,0.583,96.009,75,"Blank Space Lyrics Nice to meet you, where you been? I could show you incredible things Magic, madness, heaven, sin Saw you there, and I thought Oh my God, look at that face You look like my next mistake Love's a game, wanna play? Ayy New money, suit and tie I can read you like a magazine Ain't it funny? Rumors fly And I know you heard about me So hey, let's be friends I'm dyin' to see how this one ends Grab your passport and my hand I can make the bad guys good for a weekend So it's gonna be forever Or it's gonna go down in flames You can tell me when it's over, mm If the high was worth the pain Got a long list of ex-lovers They'll tell you I'm insane 'Cause you know I love the players And you love the game 'Cause we're young and we're reckless We'll take this way too far It'll leave you breathless, hmm Or with a nasty scar Got a long list of ex-lovers They'll tell you I'm insane But I've got a blank space, baby And I'll write your name Cherry lips, crystal skies I could show you incredible things Stolen kisses, pretty lies You're the King, baby, I'm your Queen Find out what you want Be that girl for a month Wait, the worst is yet to come Oh, no Screaming, crying, perfect storms I can make all the tables turn Rose garden filled with thorns Keep you second guessin' like Oh my God, who is she? I get drunk on jealousy But you'll come back each time you leave 'Cause, darling, I'm a nightmare dressed like a daydream So it's gonna be forever Or it's gonna go down in flames You can tell me when it's over, mm If the high was worth the pain Got a long list of ex-lovers They'll tell you I'm insane 'Cause you know I love the players And you love the game 'Cause we're young and we're reckless We'll take this way too far It'll leave you breathless, hmm Or with a nasty scar Got a long list of ex-lovers They'll tell you I'm insane But I've got a blank space, baby And I'll write your name Boys only want love if it's torture Don't say I didn't, say I didn't warn ya Boys only want love if it's torture Don't say I didn't, say I didn't warn ya So it's gonna be forever Or it's gonna go down in flames You can tell me when it's over, mm If the high was worth the pain Got a long list of ex-lovers They'll tell you I'm insane 'Cause you know I love the players And you love the game 'Cause we're young and we're reckless We'll take this way too far It'll leave you breathless, hmm Or with a nasty scar Got a long list of ex-lovers They'll tell you I'm insane But I've got a blank space, baby And I'll write your name Police Officer In Oakland Plays Taylor Swift’s Music While Being Filmed To Trigger A Copyright Violation Taylor Swift Reveals “Blank Space” Was Influenced By Fall Out Boy Taylor Swift’s New “...Ready For It?” Music Video Is Full Of Hidden Easter Eggs"
21,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5,Style,231000,False,3,Taylor Swift,1989,0.598,0.786,2,-5.572,0.0382,0.00256,0.00143,0.117,0.456,95.021,69,"MidnightYou come and pick me up, no headlightsA long driveCould end in burning flames or paradiseFade into view, ohIt's been a while since I have even heard from you(Heard from you)And I should just tell you to leave, 'cause IKnow exactly where it leads, but IWatch us go 'round and 'round each timeYou got that James Dean daydream look in your eyeAnd I got that red lip classic thing that you likeAnd when we go crashing down, we come back every time'Cause we never go out of style, we never go out of styleYou got that long hair, slicked back, white t-shirtAnd I got that good girl faith and a tight little skirtAnd when we go crashing down, we come back every time'Cause we never go out of style, we never go out of styleSo it goesHe can't keep his wild eyes on the road (Mmm)Takes me homeThe lights are off, he's taking off his coat (Mmm, yeah)I say, I heard, ohThat you've been out and about with some other girlSome other girlHe says, What you heard is true, but ICan't stop thinking 'bout you and II said, I've been there too a few times"
